Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
ATP6V0D2	0.182141262	0.742771408	-0.213582867	-0.603700498	-0.737657096	0.211222612	-1.490222182	-0.848149097	-1.564740609	2.598369682	0.929945869	1.221651173	-1.581569998	-0.478518424	0.099762902	0.199622479	-0.475397409	-0.528098252	0.193547435	-0.108065964	-1.280808841	-1.04805311	-1.24320997	1.267679878	-0.90776435	0.39627383	-0.106726578	-0.321102901	4.547726123	-0.551474616	0.045641748	-0.207171148	0.164760105	-0.814508632	0.291778158	0.193547435	-0.00574764	-0.52827721	0.572387765
ATP6V1B2	-0.034559889	1.210085899	-0.761637545	-0.350459281	0.620392556	0.561534497	0.143999679	0.582811037	0.332819685	0.599518408	0.549468854	0.101856012	1.253181527	0.267907897	0.230898581	0.709731955	-0.410259911	0.584500024	-0.495029812	-0.377370757	-1.011666587	-2.051804664	-2.673977059	0.786783166	1.492282551	0.011290385	-0.637068245	1.190419605	1.535741798	0.600803317	1.137453406	1.129594882	0.087480133	-3.017446818	-1.882223175	-0.167239155	-1.783943448	-1.77576895	0.027795627
ATP6V1H	0.188366603	0.221410484	-0.13113516	-3.115086412	0.525116202	-0.728079134	0.326771181	-0.778915378	-0.070244213	0.048170173	-0.54308143	-0.370291325	0.066447047	-1.017896598	0.474757857	-0.113104722	-0.235094153	-0.303696864	-0.020675726	0.060238543	2.200751824	-0.125946629	-1.223094435	0.711002291	2.3767895	-1.659740818	-0.777563201	-0.237142078	0.399146619	0.123716476	-0.928449122	-0.675139277	-0.383360391	0.373739068	0.277998848	0.526665237	0.855671889	1.971195984	1.650592743
ATP8B1	0.489710457	0.944289587	-0.718012558	1.950547388	0.318159205	-1.932841897	-0.39581455	0.839914207	-0.653677698	1.06609815	-0.170823662	0.048251844	0.447911814	-0.082880282	0.7283752	0.733388417	-1.932139357	-1.213576512	-0.140557337	-1.183745223	-1.377887397	-0.333310197	1.762314993	-1.636258464	-1.972183814	-1.653401224	-0.858769124	-0.293783828	0.117825271	-0.868072833	-0.190078468	1.029685596	-0.033434777	0.408396024	0.864578063	0.405808046	0.081900567	-1.703893694	-1.232469864
ATP8B4	-0.422404323	1.050467027	0.672987569	-0.29246585	-0.085377735	-0.31045018	-1.037667603	-1.235849179	-0.862820992	1.09255286	1.123612594	0.386252224	-0.355892536	-0.043318672	-0.124382923	0.013185971	-0.386683007	-0.332813883	-0.672252571	-0.039238277	-1.222301167	-1.332218233	-0.975076202	-0.112569501	-0.934518127	-0.228553324	-0.716148677	-0.017798449	2.05557387	-0.651847677	-0.288242933	-0.484409795	0.408492834	-0.987689636	-0.126082393	-0.145589106	-0.86992511	-0.976939631	0.265695621
B3GALT2	-0.205070311	-0.686155677	-0.679551931	-0.430050361	-0.422419972	1.056946481	-0.260731076	1.782109229	0.479556746	0.124050043	0.949675437	-0.23170419	2.532164777	0.226290376	-0.651345337	-0.781412533	-0.556351975	-0.191800367	-0.610705558	-0.005039606	0.007757878	-0.674303825	-0.893487097	-1.071937985	-1.820855188	-0.15805783	-0.895155248	-0.063089804	-0.130399898	-1.077115032	-0.921808642	-0.301434573	-1.055801561	-0.579120928	-0.29151523	-0.473789092	-0.729053249	0.107000063	-0.219266117
B4GALT6	-0.683661065	-2.415177215	1.886057377	-2.301330432	0.592858141	-0.616372233	0.761311409	1.369163548	-0.012103498	0.797047794	-0.522652459	0.100651087	-1.562420848	-0.177986549	-0.439284047	1.443466916	0.296227252	1.221079934	0.247228701	-0.100114176	1.310733433	0.010245707	1.57691362	-0.648593881	-1.611360104	-0.518971939	-0.555749097	1.973705448	0.533386379	0.986373825	-0.688535554	1.398755083	-1.851296143	-0.085601369	-0.228063707	0.395407427	0.905867005	0.068767577	-0.454680473
BAG4	-1.202517598	0.146004456	-0.213427561	-2.179772343	0.256486743	-0.129701914	1.347982823	1.038748451	1.419372649	1.356734342	0.620144283	0.229076359	-0.042259915	-0.162953885	1.018610377	-0.424398769	-1.477005218	0.406667796	2.50231104	1.099743379	-0.300424802	-0.777539868	-0.640068328	-0.454225148	2.581566535	1.266515743	1.200331997	1.193280543	-0.535218501	-1.041577965	0.118970762	-1.144159268	-0.793928962	-0.494090257	-0.838804382	-0.634667484	-0.961167692	-1.020405445	0.372550132
BAMBI	-0.946019532	0.606323551	0.159303556	-0.396122621	0.083304774	2.067520418	0.749596685	-1.106240612	0.666063436	-1.596969205	1.112573353	-0.200649874	1.154270194	0.014414109	0.423160317	0.064969966	0.647104946	-0.638551076	0.086706628	-0.515930113	1.286718812	-0.553154858	1.840315771	-0.311524154	2.034839395	-0.512385847	-1.016804638	0.315262209	0.11440214	-1.290638131	-1.92152136	-0.859087383	-0.449758057	-0.398764725	-0.258452444	-0.865722172	0.434375682	0.405135052	1.58374313
BANF1	0.002390022	0.284286314	0.420752181	-2.247636681	-0.726155793	0.130013456	0.17949656	1.152797075	0.172962259	0.162334633	1.073280965	0.830561904	0.199840141	0.774245885	-0.646951163	-0.985163298	0.814452894	-1.107633863	0.263403692	-2.473697858	-0.685917011	-0.061640017	-0.817669519	-0.676370372	0.439503882	0.166734973	-0.362772158	-0.519084241	-0.139139279	-0.355696048	0.490629235	-0.856094825	0.229438004	0.771876837	-0.717768893	1.50393025	-0.562406979	-1.00150369	-0.038114236
BAZ1B	0.98924121	1.02380359	0.74967883	-1.215132085	-0.123526003	1.433350745	0.246152273	0.507201806	-1.95637047	-0.649505981	-2.129827534	-0.609836796	8.65E-04	-0.434934698	-0.031223515	0.679880488	-1.250778481	-0.258724243	-0.975581856	-3.396190174	-0.346376791	0.247213944	-0.698538228	-0.355652404	0.80507429	-1.524833855	0.998802047	0.141862222	-1.221866203	0.37209933	1.256859616	0.801634039	-0.746816455	0.652987981	0.133258309	1.005979426	0.424370176	0.59851141	0.823979652
BCAT1	-0.268899618	-0.584614571	0.527584842	2.023471816	-0.89722931	-1.241877004	-0.575607573	-1.011093963	-1.631250965	-0.45211465	-0.03039928	-0.689846136	0.475468265	-0.787211019	-1.426415626	-0.430893459	-1.385194308	0.592450495	0.857785483	-1.306050632	0.118655136	0.173973194	0.0288374	1.515667669	3.143247223	-0.685486762	-0.138994869	1.211325879	1.231473072	-1.510687872	0.618804016	0.854835147	0.770259392	-0.822232204	0.368729091	0.391279923	-0.825929909	-0.442593441	-0.159153155
BCL11A	-0.414657541	-0.420500457	0.373334599	-1.641467287	-0.137700488	0.909654014	0.84093457	-0.006111288	-2.627772405	-0.484573849	-0.79105156	-0.062821605	-2.137274344	-0.037204503	-0.040096045	-0.244223997	0.764336081	0.404431735	1.489223375	-1.252112356	1.340664647	1.084173724	-1.548072354	-0.267152281	-0.076151673	-1.051645954	1.367367027	-0.14525524	-1.175868528	1.228427952	0.661948683	1.144018666	-1.044951646	1.392288284	1.002428132	-0.001977909	1.677299036	1.477057568	-0.869292791
BCL11B	0.332587881	-0.060055949	0.175593681	-1.238258601	0.072015689	-0.170515656	0.536636712	-0.491040269	1.420306441	-0.373478111	-1.647870806	0.307819305	0.173135834	-0.548028575	-0.22803003	1.237416847	0.306161168	0.429689252	1.054723454	0.417608746	2.351193767	3.120838744	1.921175247	-1.033665773	-1.503120769	-0.770158183	-0.020159046	-0.625764788	0.973992349	0.2824933	0.405193573	0.009375471	-0.237002577	-1.282100235	-1.48813772	0.171502389	-1.60409936	-1.357742551	1.424718269
BEND3	-0.128672399	1.453582625	-0.21914602	-2.402328672	0.280160356	-0.435187373	0.195827993	2.463601681	0.452129145	0.670619271	-0.13641386	0.433089263	0.732534345	0.49948855	0.282323236	0.213943556	1.199146742	0.702601677	0.06906654	-0.890246467	1.015601254	1.530690052	-0.862190391	-0.590910905	0.138704696	-1.420321767	0.485613478	0.913819719	-1.968817328	0.775323168	0.888902648	-0.015131451	-0.780071415	1.136881158	1.102345326	-0.225396904	0.531645306	2.321197328	-0.373992609
BEX1	-0.143393457	-0.586117156	-0.202271039	0.964264146	-0.935600589	-0.433931338	-0.283863097	-0.873972266	-1.145280938	-0.980726111	-0.374622091	-0.634714164	-1.229910622	-1.001683589	-0.942910023	-0.553733401	-0.746780946	-0.54164138	-0.214024288	-0.595501	-0.422841036	-0.826687595	-1.115788165	-0.448328521	4.109729991	-0.281897842	-0.21908535	1.421260834	0.238557162	-0.725834351	-0.676785812	0.066152224	-0.533469911	0.151074966	0.390655035	-0.239523364	-0.144583339	-0.086128823	-0.53615995
BMP2	-0.555133041	0.786445186	-0.807305711	-1.497685579	0.566001579	-0.369465651	-0.278245091	-1.258414621	-0.981673784	1.340061812	1.160354241	0.485193155	-1.066666583	-0.179965834	1.33227835	0.393518434	0.835742066	-0.267853898	-0.436476656	0.998327278	0.817849278	-1.583627417	-1.968725533	-0.078253968	-1.188572152	0.03106015	-0.784636535	-1.204536051	1.622310388	-1.061002062	-1.435434744	-0.698842084	0.59774231	-1.056573731	-0.473908194	0.188615123	0.493368435	0.16378852	-0.346221692
BMS1	0.515437036	0.398100726	0.478099977	-1.582205363	-0.464424493	-0.33144174	0.213334529	0.75087241	0.630994294	0.436125648	-3.070664633	0.533249908	0.116993487	-0.355964858	-0.654759684	1.274797632	-0.832860135	-0.003230807	2.174737065	-0.05796533	0.190628137	-0.31425682	-0.746209307	-1.279537006	0.317053225	-0.422869286	-0.969548686	1.587958697	-0.42778894	0.334595385	0.860293368	0.826713026	-1.711874989	-0.329369815	0.678714249	0.58955243	1.292295138	2.271985081	-0.1594573
BMS1P20	0.448805174	0.206388917	-0.355412635	1.123726743	1.346442647	0.230834903	-1.471627593	-2.063841501	-1.95200043	0.617280083	0.752402693	0.651552635	-0.991347274	0.835563663	0.914343893	0.920568445	-0.550066979	-0.430898109	-0.471940879	-0.202504897	-1.829303453	-0.573684518	-1.074194998	0.567607686	-1.278076398	0.99483601	-0.008452181	-1.658234643	1.043419839	0.793795393	-0.931077362	0.059377336	0.427085876	-1.182310871	-1.232382399	-0.184855573	-0.525358392	-1.632591261	1.393138451
BPNT1	-1.123249056	0.47770649	0.60446772	-1.478532271	0.431289801	-1.63574954	-0.042658137	-0.413337474	1.066758403	0.213856847	0.320194148	0.075370494	0.747807176	0.518692826	-0.273824798	-0.007563915	1.419507998	0.11445473	1.313684095	2.501156259	0.231755501	-0.322449184	-1.979571109	-0.51067136	0.971445872	1.10384011	-1.048365578	-0.373766309	0.979460369	-0.920559145	-1.082167384	-0.27161048	-0.811636614	1.52328968	1.148413926	-0.520465457	1.761378764	2.018781608	-1.480814471
BRAT1	1.52718234	0.614672557	0.236165212	-1.449002004	-0.866517107	0.507897919	0.027901446	-0.04417324	-0.567983188	-0.615787105	-0.769114012	-0.973805969	0.068850861	0.376254757	-0.615787105	0.159136497	0.572091269	-0.600501679	0.845250359	-1.028085878	-1.565809414	2.087534034	0.494192744	0.124374019	0.924815105	0.835717349	-0.19311763	-0.706278688	0.057354477	0.935876314	0.260274947	-0.122842123	-0.819497023	2.234394875	0.531007854	1.36628923	0.104186139	0.928238243	-0.071314985
BSDC1	0.98919617	1.054069441	-0.855751256	0.139461253	0.590211927	-0.426063671	1.936446025	0.255701243	1.254625157	-0.726669894	0.285643318	-0.739397788	-1.242660895	-1.288615018	0.966302863	0.246440435	0.437716246	-2.589583991	-1.005369079	-1.599690771	0.250645962	-0.211116826	0.234504647	-1.169444703	1.25900091	0.403345123	-0.209687493	-0.126990048	-0.012817607	-0.031306471	-2.122967733	-0.038647407	2.153557712	0.527987007	0.246737894	-1.004743959	-0.852349424	-0.068221675	-1.129244342
BST1	0.287510662	-0.924884788	1.488338273	-0.517946212	-0.638006307	-1.793748283	-0.793520573	-0.777585986	-1.681028332	0.724900893	-0.449641675	-0.949561609	-0.080380372	-0.276721461	-1.065945198	0.49437363	-0.512330686	0.351118641	-0.65717936	-0.329012669	0.125582353	-1.45961935	-0.607557649	1.71716199	-0.502056549	0.333168773	-0.988793673	0.477364304	0.142821483	-0.7652614	-0.465485006	-0.848290975	0.952161089	-0.542373104	0.868462487	-0.714149356	0.750832481	-0.457267898	0.45775235
BTBD16	-0.005939068	-0.766868508	0.154047473	0.439352225	-0.796816254	0.528289887	-0.796816254	-0.409125674	0.892788997	-1.219118985	0.534981002	0.725468317	-0.199535374	-1.317186042	-0.407281862	-1.825972081	0.534981002	0.988297641	0.495921119	1.668497588	-1.273800969	1.001485018	0.256040896	0.593820827	-0.229783351	0.906712739	0.489493586	-0.976888925	0.092037927	0.986266592	-0.588598685	-2.053892337	-0.776786777	2.330003454	0.504642083	1.741300116	-0.384205724	0.266571019	-0.515579586
BTD	0.347030513	0.343009408	0.62152467	-1.934833431	-0.151331763	-1.264111793	-0.065266758	-0.750145715	1.102575554	0.448611093	0.453316192	-0.117101788	0.574221586	0.872110744	-0.412164963	-1.293415946	-0.055792627	-0.60586705	0.563410036	1.089413108	-0.456239698	-2.362878835	-2.664044342	-0.279197021	-0.373036266	1.408070112	-0.821330806	-0.442791113	-0.009559847	-1.108339797	-0.990406091	-0.928793723	-0.002727861	-0.098838777	1.344304172	-0.851909466	0.052595461	1.390900003	-0.922649586
C10ORF12	-1.385354632	0.131625663	0.790146465	-2.27150536	1.094555224	0.149491165	0.579346939	0.036881795	-0.347948118	-0.883815497	-0.778789793	0.311648873	-0.051335129	0.519511221	0.540037236	0.731727073	-0.105763834	-0.550617434	0.318600511	-0.752590179	0.677056184	0.723273952	-0.327944774	-0.365422162	-1.478100206	-3.053664656	-0.050143975	-0.197583351	-0.51464729	-0.803591504	-0.107343687	-0.074506062	-1.861446097	2.853955821	1.22809947	1.595221139	1.629562585	1.536939016	0.041906456
C12ORF65	1.344773858	0.930220253	0.581903133	-0.36630868	-0.086292383	-0.726836853	0.540784058	1.358459756	0.50024251	0.559825574	-0.905610081	0.162730217	-1.000949685	-0.395076185	-0.338213728	0.436622925	-1.022470414	-0.001558313	0.571741201	-0.236662879	2.240471351	-0.889550801	1.091991988	-2.298836198	0.895384191	0.295396931	-1.238433242	0.329158157	-1.363489483	-1.299337194	-0.970465435	-2.359844379	-0.702106195	0.799661028	1.407337627	0.454243303	-0.058688976	1.208248134	0.373854807
C14ORF79	1.417025682	0.646386986	-0.151168791	0.41767708	-1.10189183	-1.619054562	0.228486834	-0.121671531	0.62781346	0.864847104	-0.895920599	-0.704911402	0.144923032	-1.276499832	-0.560546228	0.325979308	0.115576845	-0.250899398	-0.25541256	-0.46687955	0.651251561	-0.759374206	1.511383731	-0.461387263	2.017452477	0.016467407	-0.429963522	-0.605737247	-1.249027086	0.312009013	0.485752638	0.271840964	-0.515930763	0.989764815	0.900557152	0.329632082	1.742403612	1.231274483	0.929929325
C17ORF53	0.353061451	-0.511890494	0.040535661	0.433089262	0.107122097	0.74595225	0.224539491	1.546944179	2.078871075	-0.97950526	0.147420991	-0.832929246	2.982271513	0.563703514	0.7432618	0.50427443	0.244672507	0.165819042	1.191425746	0.457917755	-0.981060573	1.764267182	-0.113273293	-0.164657143	-1.101692492	-1.554778935	-0.088140486	-1.085196296	-1.484984896	0.153553842	0.728173117	-1.413711923	-0.651263771	1.106727207	-0.364662258	-0.134323913	-0.799367026	0.067146011	-0.625017313
C19ORF33	-0.615264337	0.052866904	0.241630721	-0.173101835	-0.172583595	-1.118185042	0.613472686	0.194840787	0.312849621	0.572406961	0.616733311	0.216484384	1.55183736	0.485695316	0.340148117	-1.498836427	0.629689693	0.681746976	2.020851269	1.20216173	-0.891755969	-0.959275725	1.491300838	-0.846202283	-2.01919134	0.873987706	-0.175350269	-2.283734972	-0.290241409	-1.376716114	-0.434018786	0.128463138	0.023444884	1.000638774	1.591434071	-0.678653391	1.401700849	0.660600213	-0.912167011
C1ORF105	-1.282935173	0.460300883	-0.713802812	0.619788114	-0.924504457	-0.345085914	1.220885915	-0.274465465	-1.859229521	-0.659548149	-0.616574184	-0.891353976	1.398014557	-1.946366903	-0.610826282	-1.141706953	0.998247596	0.854368443	0.577310037	-0.124926912	0.291077531	0.050693628	-0.034213511	2.303981361	-1.32556734	-0.540519014	2.510162429	-1.461429638	-1.253922848	0.897242282	0.39457355	-0.274465465	0.350714948	1.473575539	-0.098030877	-0.008944867	1.164124456	1.110491539	0.588558313
C1ORF74	-0.729904814	-1.169223956	0.328348291	-1.351771991	-0.33447558	-0.33447558	0.405398101	0.593512592	0.813062031	-0.129250041	0.384591743	0.131340079	0.991226896	0.662692535	-0.10021887	-0.320624572	-0.027679734	-0.351557474	2.014975354	0.332353899	1.372425233	1.28771431	-0.707899793	-0.616779517	1.972003691	1.419169071	-0.904508094	-1.007238774	-2.486243369	-0.33447558	1.275761916	-0.375184878	-0.482383956	1.18698329	0.659288907	0.205616536	0.661589629	2.598130992	-0.311815623
C1QB	0.805265263	1.381485141	0.634289685	-0.323483695	0.198162988	0.382715435	-1.112763548	-1.807054945	-2.179151393	1.263805365	0.446925049	0.519300468	-0.599720392	0.840085633	-0.460794612	0.083614724	-0.379936763	-0.782605157	0.097225227	-0.166521692	-2.501185727	0.139445768	-0.822293998	1.050526768	-0.251332803	0.285914488	-0.613919641	-0.541716802	1.763430362	-1.230876505	-0.034047806	-0.309459311	-0.199018351	-0.125128548	1.313462002	0.466253354	0.045844146	-0.362969283	-0.491708033
C1QC	0.819719606	0.065419364	0.238280651	0.701301683	0.3923245	0.685993422	-1.275655385	-2.231171187	-2.400094497	1.238873779	1.060255034	0.444845641	0.028358053	0.452093911	-0.442395193	0.074943314	-0.735648576	-1.434868857	-0.505431165	-1.468961472	-3.164691868	-0.080443652	0.345871703	1.327704608	-0.360012912	0.193432166	-0.615479753	-0.362637791	1.59041547	-1.476994463	-0.040854199	-0.6243764	-0.124426308	0.576540588	0.261204682	0.687235806	0.265369613	-0.240511522	-0.543166235
C7ORF49	0.896349827	0.359074363	1.161286181	-2.433381569	0.301869641	-0.443627612	-1.301494292	-0.13669182	1.328051283	-1.500916803	-0.183945198	-0.117660755	1.459537486	0.316708224	-0.496469346	-0.082242031	-0.105290799	-0.326535999	0.468388332	-0.45013928	0.280829657	0.828472686	-2.201041689	0.421068421	2.30353329	2.48343604	-0.287207579	0.012611745	-0.942673176	0.848795601	-0.028232072	-0.326214871	0.665554063	-0.918313497	0.079480381	0.167578876	-1.974594274	0.81710008	0.773205459
C8ORF59	-0.179749979	-0.380298791	-0.935434684	-0.965540765	-0.20508637	-0.360323426	-0.168356392	-0.091593935	0.231026205	0.603177779	-1.994310727	1.237036054	-0.057548168	-0.138854218	0.249622831	0.775272007	-0.01954874	0.269281514	1.417554847	2.161794223	4.066746535	0.256077596	-0.66131691	0.133967285	1.031659066	0.213826599	-0.382931286	0.033765179	0.405615529	-0.881219428	-0.19603994	-0.890248381	-0.587345198	-0.058838391	-0.891792595	0.503835725	0.387725871	1.068817989	0.648798597
C8ORF60	-0.169474999	0.36105494	-0.507650579	1.227162217	0.336698897	-1.823138911	-0.056703805	-0.55178649	-1.568097358	0.02348389	-0.743569289	-0.883186354	0.277136077	-1.877488979	-0.05205023	-0.883632659	-0.549075144	-0.678411229	-0.064179456	0.323843464	-0.947078414	-0.442512963	0.729510149	3.188239806	-1.12557314	-0.657324317	0.323058562	-1.574300709	1.018032111	0.085905716	-1.117466026	0.49778161	1.589205592	1.919532859	1.588510583	0.387952247	1.971300317	-0.131169659	0.128711595
CA12	-0.78193652	0.303542389	0.962725617	0.153973	0.364788493	-0.336872765	0.857517306	0.654188286	0.252122335	0.832149166	1.007480169	0.125316153	-2.104349028	0.731450547	0.264144186	-0.363013112	0.154829603	0.842344562	-0.771740306	-0.469248155	-2.232322696	-0.596854496	0.125644659	0.037137287	-0.787997873	-0.806428504	-0.550930074	-0.276324995	-2.648398323	-0.731014184	-1.32295549	-0.204646023	0.023428277	0.47476407	-0.011989787	0.041186259	0.614625321	0.191538351	-0.386772696
CA4	0.292133042	2.06186879	-0.097431157	-0.216787734	1.111356374	0.137463155	0.390247442	-0.860364436	-1.06014866	-0.771826974	1.667011716	0.672915219	-1.135426463	0.645823547	1.057007324	0.737293802	-0.562730925	-0.81989691	-0.8065	0.487559688	-1.063177473	-1.17661943	-0.946737994	-0.146410444	-1.201840592	0.871030368	-0.137786583	-1.344260531	0.974064845	-1.020549291	-0.870387048	-0.927258655	-1.045486452	-0.6268288	-0.682223789	-0.254761216	-1.119933294	-0.896446977	-0.248083841
